form	lemma	POS	morph
དུས་སྦྱོར་	དུས་སྦྱོར་	NOUN
གསོ་རིག་	གསོ་རིག་	NOUN
སློབ་	སློབ་	VERB
ཆེན་	ཆེན་	NO_POS
དུ་	ལ་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
འཛིན་གྲྭ་	འཛིན་གྲྭ་	NOUN
བཙུགས་པ་	བཙུགས་པ་	VERB
འི་	གི་	PART
ཚུན་	ཚུན་	ADV
བོད་	བོད་	PROPN
ཕྱི་	ཕྱི་	NOUN
ཟུང་	ཟུང་	VERB
འབྲེལ་	འབྲེལ་	VERB
གྱི་	གི་	PART
ཚོད་	ཚོད་	NOUN
ལྟ་	ལྟ་	NOUN
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཐེངས་	ཐེངས་	NOUN
དང་པོ་	དང་པོ་	ADJ
ཡིན་	ཡིན་	NO_POS
ཞེ་	ཅེས་	PART
སྨྲ་	སྨྲ་	VERB
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ཆོག་	ཆོག་	VERB
ལ་	ལ་	PART
།		PUNCT
དུས་རབས་	དུས་རབས་	OTHER
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
གསོ་རིག་	གསོ་རིག་	NOUN
དར་རྒྱས་	དར་རྒྱས་	NOUN
དང་	དང་	NO_POS
གོང་འཕེལ་	གོང་འཕེལ་	OTHER
།		PUNCT
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
བྱ་	བྱ་	VERB
མཁན་	མཁན་	PROPN
དག་	དག་	DET
ལ་	ལ་	PART
ལེགས་སྐྱེས་	ལེགས་སྐྱེས་	NOUN
གས་	གསའ་	NO_POS
ར་བ་	ར་བ་	PART
དང་	དང་	NO_POS
ལམ་	གམ་	PART
བུ་	བུ་	NOUN
གས་	གསའ་	NO_POS
ར་བ་	ར་བ་	PART
ཞིག་	ཅིག་	PART
		
བཏོད་པ་	བཏོད་པ་	NO_POS
འང་	ཀྱང་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
།།		PUNCT
ཞེ་	ཅེས་	PART
མཚོ་སྔོན་	མཚོ་སྔོན་	PROPN
ཞིང་ཆེན་	ཞིང་ཆེན་	OTHER
བོད་ལུགས་	བོད་ལུགས་	NOUN
སྨན་ཁང་	སྨན་ཁང་	OTHER
གི་	གི་	PART
སྨན་	སྨན་	NOUN
མིང་	མིང་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
བློ་བཟང་	བློ་བཟང་	PROPN
ཉི་མ་	ཉི་མ་	NOUN
ན་	ནས་	PART
ལོ་ཟླ་	ལོ་ཟླ་	OTHER
ཚེ་	ཚེ་	NOUN
ལ་	ལ་	PART
།		PUNCT
		
སྔོན་འགྲོ་	སྔོན་འགྲོ་	NOUN
འི་	གི་	PART
ཞུ་	ཞུ་	VERB
ཚིགབོད་		NON_WORD
ལུགས་	ལུགས་	NOUN
གསོ་བ་	གསོ་བ་	VERB
རིག་པ་	རིག་པ་	VERB
ནི་	ནི་	NO_POS
མདོ་	མདོ་	NOUN
དབུ་	དབུ་	NOUN
མཐོ་	མཐོ་	VERB
སྒང་	སྒང་	NOUN
དུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
བོད་	བོད་	PROPN
མི་རིགས་	མི་རིགས་	NOUN
རང་ཉིད་	རང་ཉིད་	OTHER
ཀྱིས་	གིས་	PART
སྲོལ་	སྲོལ་	NOUN
བཏོད་	བཏོད་	NO_POS
ད་	ད་	NOUN
སྤེལ་	སྤེལ་	VERB
མཛད་	མཛད་	VERB
ཅིང་	ཅིང་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
མི་	མི་	PART
འི་	གི་	PART
རིགས་	རིགས་	NOUN
ལ་སྨན་པ་	ལ་སྨན་པ་	NO_POS
འི་	གི་	PART
ལས་དོན་	ལས་དོན་	OTHER
འབའ་ཞིག་	འབའ་ཞིག་	NO_POS
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
རིག་པ་	རིག་པ་	VERB
ཞིག་	ཅིག་	PART
ཏུ་	ལ་	PART
འཁུམས་	འཁུམས་	NO_POS
།		PUNCT
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
དུས་རབས་	དུས་རབས་	OTHER
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
རང་	རང་	PRON
རེ་	རེ་	DET
འི་	གི་	PART
གསོ་བ་	གསོ་བ་	VERB
རིག་པ་	རིག་པ་	VERB
འདི་	འདི་	DET
ལ་	ལ་	PART
བོད་རིགས་	བོད་རིགས་	OTHER
ཙམ་	ཙམ་	DET
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
རང་རྒྱལ་	རང་རྒྱལ་	NOUN
གྱི་	གི་	PART
རྒྱ་རིགས་	རྒྱ་རིགས་	PROPN
བློ་	བློ་	NOUN
མཐུན་	མཐུན་	VERB
དང་	དང་	NO_POS
ཐ་ན་	ཐ་ན་	NO_POS
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
རྒྱལ་ཁབ་	རྒྱལ་ཁབ་	NOUN
ཁག་	ཁག་	NOUN
ཏུའང་		NON_WORD
རྒྱུ་	རྒྱུ་	NOUN
ལོན་	ལོན་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཤེས་རྟོགས་	ཤེས་རྟོགས་	OTHER
།		PUNCT
སློབ་སྦྱོང་	སློབ་སྦྱོང་	NOUN
།		PUNCT
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
ལག་ལེན་	ལག་ལེན་	NOUN
བྱེད་	བྱེད་	VERB
མཁན་	མཁན་	PROPN
གྱི་	གི་	PART
མི་སྒེར་	མི་སྒེར་	NO_POS
དང་	དང་	NO_POS
སྡེ་ཁག་	སྡེ་ཁག་	OTHER
སོགས་	སོགས་	DET
ཉིན་	ཉིན་	NOUN
རེ་	རེ་	DET
བཞིན་	བཞིན་	NOUN
ཇེ་	ཇེ་	OTHER
མང་	མང་	VERB
དུ་	ལ་	PART
འགྲོ་	འགྲོ་	VERB
དང་	དང་	NO_POS
འགྲོ་	འགྲོ་	VERB
བཞིན་པ་	བཞིན་པ་	NOUN
འི་	གི་	PART
སྒང་	སྒང་	NOUN
ལ་	ལ་	PART
སླེབས་	སླེབས་	VERB
འདུག་པ་	འདུག་པ་	VERB
ནི་	ནི་	NO_POS
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
མཁྱེན་	མཁྱེན་	VERB
གསལ་	གསལ་	VERB
རེད་	རེད་	VERB
།		PUNCT
འདི་ག་	འདི་ག་	NO_POS
མཚོ་སྔོན་	མཚོ་སྔོན་	PROPN
སློབ་	སློབ་	VERB
ཆེན་	ཆེན་	NO_POS
བོད་ལུགས་	བོད་ལུགས་	NOUN
གསོ་རིག་	གསོ་རིག་	NOUN
སློབ་	སློབ་	VERB
གླིང་	གླིང་	NOUN
ལ་	ལ་	PART
མཚོན་	མཚོན་	NOUN
ན་	ལ་	PART
།		PUNCT
དུས་རབས་	དུས་རབས་	OTHER
སྔོན་མ་	སྔོན་མ་	ADV
འི་	གི་	PART
ལོ་རབས་	ལོ་རབས་	NO_POS
དགུ་	དགུ་	NUM
ཅུ་	ཅུ་	NUM
འི་	གི་	PART
དུས་	དུས་	NOUN
མགོ་	མགོ་	NOUN
ན་	ནས་	PART
བརྩམས་	བརྩམས་	VERB
ཏེ་	སྟེ་	PART
ཆེད་	ཆེད་	NOUN
ཚན་	ཚན་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དངོ་	དངོ་	NOUN
ཚན་	ཚན་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
		
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
བཅའ་	བཅའ་	VERB
རིམ་བཞིན་	རིམ་བཞིན་	NO_POS
བསྡུ་	བསྡུ་	VERB
ཤིང་	ཅིང་	PART
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
གསོ་བ་	གསོ་བ་	VERB
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
མཐོ་རིམ་	མཐོ་རིམ་	OTHER
མི་སྣ་	མི་སྣ་	OTHER
སྐྱེད་སྲིང་	སྐྱེད་སྲིང་	NO_POS
ཕྱོགས་	ཕྱོགས་	NOUN
ལ་	ལ་	PART
རང་	རང་	PRON
ནུས་	ནུས་	VERB
ཀྱིས་	གིས་	PART
བྱས་རྗེས་	བྱས་རྗེས་	NO_POS
གང་	གང་	NO_POS
འཚམ་	འཚམ་	NO_POS
བཞག་	བཞག་	VERB
ཡོད་	ཡོད་	VERB
ལ་	ལ་	PART
།		PUNCT
དངོ་	དངོ་	NOUN
ཚན་	ཚན་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
དང་	དང་	NO_POS
ལྷག་པ་		
ཏུ་	ལ་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
ར་	ལ་	PART
མཚོན་	མཚོན་	NOUN
ན་	ལ་	PART
དགེ་རྒན་	དགེ་རྒན་	OTHER
རྣམ་པ་	རྣམ་པ་	NOUN
འི་	གི་	PART
མཛུབ་སྟོན་	མཛུབ་སྟོན་	OTHER
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
དམ་བཅ་	དམ་བཅའ་	NOUN
འི་	གི་	PART
ནང་དོན་	ནང་དོན་	OTHER
དུ་	ལ་	PART
རང་རང་	རང་རང་	NO_POS
གི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
ཀྱི་	གི་	PART
རྩལ་	རྩལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐོན་པ་	ཐོན་པ་	VERB
འི་	གི་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
བརྩམས་	བརྩམས་	VERB
ཆོ་	ཆོ་	NOUN
རེ་	རེ་	DET
སྤེལ་	སྤེལ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
ནི་	ནི་	NO_POS
སློབ་ཁྲིད་	སློབ་ཁྲིད་	OTHER
འཆར་གཞི་	འཆར་གཞི་	OTHER
ས་	གིས་	PART
གཏན་འབེབས་	གཏན་འབེབས་	OTHER
གནང་བ་	གནང་བ་	NO_POS
འི་	གི་	PART
སྒྲིག་	སྒྲིག་	VERB
ལུགས་	ལུགས་	NOUN
ཡིན་	ཡིན་	NO_POS
།		PUNCT
སྤྱི་	སྤྱི་	DET
		
ལོ་ན་	ལོ་ན་	OTHER
ས་	གིས་	PART
ད་ལྟ་	ད་ལྟ་	OTHER
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
སློབ་	སློབ་	VERB
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
ཧྲོ་		NON_WORD
ཧྲི་		NON_WORD
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
སློབ་	སློབ་	VERB
མཚོ་	མཚོ་	NOUN
ས་	གིས་	PART
སྤེལ་བ་	སྤེལ་བ་	VERB
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་	ཕྱིན་	VERB
དཔྱད་	དཔྱད་	VERB
རྩོམ་	རྩོམ་	VERB
དག་	དག་	DET
གི་	གི་	PART
ནང་དོན་	ནང་དོན་	OTHER
གྱི་	གི་	PART
གཏིང་ཟབ་	གཏིང་ཟབ་	NOUN
ཚད་	ཚད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
གི་	གི་	PART
རིན་ཐང་	རིན་ཐང་	OTHER
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
།		PUNCT
ཁྱད་ཆོས་	ཁྱད་ཆོས་	NOUN
ལྡན་	ལྡན་	VERB
མིན་	མིན་	AUX
སོགས་	སོགས་	DET
ལ་	ལ་	PART
ཞིབ་	ཞིབ་	NO_POS
ཏུ་	ལ་	PART
བརྟག་པ་	བརྟག་པ་	VERB
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ཚད་	ཚད་	NOUN
གཞི་	གཞི་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
མ་	མ་	PART
ངེས་	ངེས་	VERB
ཀྱང་	ཀྱང་	PART
།		PUNCT
ཆེ་ས་	ཆེ་ས་	NO_POS
ན་	ནས་	PART
བཤད་	བཤད་	VERB
ན་སོ་	ན་སོ་	NOUN
སོ་	སོ་	PART
འི་	གི་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
གི་	གི་	PART
དོན་སྙིང་	དོན་སྙིང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དམིགས་བསལ་	དམིགས་བསལ་	NOUN
གྱི་	གི་	PART
ཐབས་ལམ་	ཐབས་ལམ་	NOUN
།		PUNCT
རིག་གཞུང་	རིག་གཞུང་	OTHER
གི་	གི་	PART
རིན་ཐང་	རིན་ཐང་	OTHER
སོགས་	སོགས་	DET
ལ་	ལ་	PART
ཁྱད་ཆོས་	ཁྱད་ཆོས་	NOUN
ངེས་ཅན་	ངེས་ཅན་	NO_POS
རེ་	རེ་	DET
ཡོད་	ཡོད་	VERB
ཀྱང་	ཀྱང་	PART
སྲིད་	སྲིད་	NOUN
།		PUNCT
ཕ་ཡུལ་	ཕ་ཡུལ་	NOUN
མཚོ་སྔོན་པོ་	མཚོ་སྔོན་པོ་	OTHER
རྐང་	རྐང་	NOUN
ཚ་	ཚ་	VERB
ན་	ནས་	PART
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཅིང་	PART
སྤྱི་ལོ་	སྤྱི་ལོ་	NOUN
		
ལོ་	ལོ་	NOUN
ར་	ལ་	PART
ངེད་	ངེད་	PRON
སློབ་གྲྭ་	སློབ་གྲྭ་	NOUN
ན་	ནས་	PART
སློབ་	སློབ་	VERB
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འི་	གི་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
གདུགས་	གདུགས་	NOUN
		
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
དཔྱད་	དཔྱད་	VERB
རྩོམ་	རྩོམ་	VERB
ལ་	ལ་	PART
མཚོན་	མཚོན་	NOUN
ན་	ན་	ADP
འང་	ཀྱང་	PART
གོང་	གོང་	NOUN
སྨོས་	སྨོས་	VERB
བཞིན་	བཞིན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལྷག་	ལྷག་	NOUN
དོན་	དོན་	NOUN
ཁོ་མོ་	ཁོ་མོ་	PRON
འི་	གི་	PART
དཔྱད་	དཔྱད་	VERB
རྩོམ་	རྩོམ་	VERB
ལ་	ལ་	PART
ཞིབ་འཇུག་	ཞིབ་འཇུག་	NOUN
